retailer_id,territory_id,state,district,tehsil,sales_demand_score,stock_alert_score,last_visit_gap_score,product_relevance_score,grower_engagement_score,visit_priority_score,priority_level,recommended_product,recommended_action,explanation
RTL_02981,TER_0378,Maharashtra,Akola,Akola_T114,10.320781032078104,80.29891304347827,94.33962264150944,10.616438356164384,5.357142857142857,44.16706713793383,High,Kavach 75 WP,Visit retailer urgently and discuss restocking of Kavach 75 WP.,Current retailer stock is low | This area has not been visited recently
RTL_03230,TER_0408,Gujarat,Ahmedabad,Ahmedabad_T121,1.1157601115760112,92.2554347826087,100.0,2.73972602739726,3.571428571428571,44.166688490377425,High,Cruiser 350 FS,Visit retailer urgently and discuss restocking of Cruiser 350 FS.,Current retailer stock is low | This area has not been visited recently
RTL_01142,TER_0143,Madhya Pradesh,Sehore,Sehore_T046,7.949790794979079,80.43478260869566,100.0,9.931506849315069,1.7857142857142856,44.16193034663633,High,Kavach 75 WP,Visit retailer urgently and discuss restocking of Kavach 75 WP.,Current retailer stock is low | This area has not been visited recently
RTL_01004,TER_0127,Bihar,Muzaffarpur,Muzaffarpur_T040,4.602510460251046,88.31521739130434,100.0,3.4246575342465753,1.7857142857142856,44.151827544609816,High,Cruiser 350 FS,Visit retailer urgently and discuss restocking of Cruiser 350 FS.,Current retailer stock is low | This area has not been visited recently
RTL_03030,TER_0384,Madhya Pradesh,Ujjain,Ujjain_T124,14.644351464435147,64.80978260869566,100.0,23.63013698630137,0.0,44.14027163944966,High,Movondo,Visit retailer urgently and discuss restocking of Movondo.,This area has not been visited recently
RTL_03949,TER_0494,Punjab,Amritsar,Amritsar_T158,6.136680613668061,84.51086956521739,100.0,6.506849315068493,1.7857142857142856,44.12332040123647,High,Cruiser 350 FS,Visit retailer urgently and discuss restocking of Cruiser 350 FS.,Current retailer stock is low | This area has not been visited recently
RTL_02611,TER_0330,Haryana,Rohtak,Rohtak_T100,7.252440725244072,79.34782608695653,100.0,14.04109589041096,0.0,44.11885312287399,High,Amistar 250 SC,Visit retailer urgently and discuss restocking of Amistar 250 SC.,Current retailer stock is low | This area has not been visited recently
RTL_00643,TER_0082,Haryana,Sirsa,Sirsa_T024,1.9525801952580195,89.80978260869566,100.0,2.3972602739726026,7.142857142857142,44.11209446613292,High,Cruiser 350 FS,Visit retailer urgently and discuss restocking of Cruiser 350 FS.,Current retailer stock is low | This area has not been visited recently
RTL_03229,TER_0408,Gujarat,Ahmedabad,Ahmedabad_T113,7.112970711297072,81.92934782608695,100.0,7.534246575342466,3.571428571428571,44.103508013355075,High,Kavach 75 WP,Visit retailer urgently and discuss restocking of Kavach 75 WP.,Current retailer stock is low | This area has not been visited recently
RTL_03869,TER_0484,Punjab,Bathinda,Bathinda_T161,5.299860529986053,84.64673913043478,100.0,8.904109589041095,0.0,44.08725937996068,High,Topik 15 WP,Visit retailer urgently and discuss restocking of Topik 15 WP.,Current retailer stock is low | This area has not been visited recently
RTL_00843,TER_0106,Madhya Pradesh,Ratlam,Ratlam_T030,11.715481171548117,74.59239130434783,100.0,9.246575342465754,5.357142857142857,44.085442764635545,High,Kavach 75 WP,Visit retailer urgently and discuss restocking of Kavach 75 WP.,Current retailer stock is low | This area has not been visited recently
RTL_01787,TER_0224,West Bengal,Nadia,Nadia_T059,4.044630404463041,85.32608695652173,100.0,5.47945205479452,7.142857142857142,44.081114382974235,High,Vibrance Integral,Visit retailer urgently and discuss restocking of Vibrance Integral.,Current retailer stock is low | This area has not been visited recently
RTL_02390,TER_0302,Maharashtra,Jalgaon,Jalgaon_T092,4.184100418410042,85.59782608695652,100.0,5.821917808219178,5.357142857142857,44.0636886042093,High,Cruiser 350 FS,Visit retailer urgently and discuss restocking of Cruiser 350 FS.,Current retailer stock is low | This area has not been visited recently
RTL_02336,TER_0295,Gujarat,Mehsana,Mehsana_T075,3.626220362622036,85.32608695652173,100.0,8.561643835616438,3.571428571428571,44.06077728040236,High,Axial 50 EC,Visit retailer urgently and discuss restocking of Axial 50 EC.,Current retailer stock is low | This area has not been visited recently
RTL_02694,TER_0341,Madhya Pradesh,Sehore,Sehore_T092,13.389121338912133,72.69021739130434,88.67924528301887,26.36986301369863,1.7857142857142856,44.05919068672973,High,Movondo,Visit retailer urgently and discuss restocking of Movondo.,Current retailer stock is low | This area has not been visited recently
RTL_01274,TER_0161,Karnataka,Vijayapura,Vijayapura_T043,15.620641562064156,83.15217391304347,64.15094339622641,38.35616438356164,0.0,44.05784928365964,High,Tilt 250 EC,Visit retailer urgently and discuss restocking of Tilt 250 EC.,Current retailer stock is low
RTL_00487,TER_0063,Uttar Pradesh,Meerut,Meerut_T015,2.928870292887029,88.04347826086956,100.0,6.506849315068493,1.7857142857142856,44.0441294789152,High,Tilt 250 EC,Visit retailer urgently and discuss restocking of Tilt 250 EC.,Current retailer stock is low | This area has not been visited recently
RTL_00670,TER_0085,Karnataka,Kalaburagi,Kalaburagi_T019,1.394700139470014,91.71195652173913,100.0,3.4246575342465753,1.7857142857142856,44.0386692309842,High,Actara 25 WG,Visit retailer urgently and discuss restocking of Actara 25 WG.,Current retailer stock is low | This area has not been visited recently
RTL_00337,TER_0044,Madhya Pradesh,Sehore,Sehore_T016,10.87866108786611,88.17934782608695,84.90566037735849,11.643835616438356,0.0,44.03614270081902,High,Amistar 250 SC,Visit retailer urgently and discuss restocking of Amistar 250 SC.,Current retailer stock is low | This area has not been visited recently
RTL_03513,TER_0442,Uttar Pradesh,Agra,Agra_T133,29.009762900976288,90.08152173913044,41.509433962264154,28.767123287671232,1.7857142857142856,44.01883601925044,High,Score 250 EC,Visit retailer urgently and discuss restocking of Score 250 EC.,Current retailer stock is low
RTL_02338,TER_0295,Gujarat,Mehsana,Mehsana_T073,10.739191073919107,73.6413043478261,100.0,12.32876712328767,5.357142857142857,44.01711276333969,High,Axial 50 EC,Visit retailer urgently and discuss restocking of Axial 50 EC.,Current retailer stock is low | This area has not been visited recently
RTL_00160,TER_0021,Madhya Pradesh,Ujjain,Ujjain_T010,6.834030683403068,85.46195652173913,52.83018867924528,6.164383561643835,91.07142857142857,44.01353646269419,High,Amistar 250 SC,Visit retailer urgently and discuss restocking of Amistar 250 SC.,Current retailer stock is low | Nearby grower engagement is high
RTL_03032,TER_0385,Punjab,Bathinda,Bathinda_T129,17.573221757322173,56.79347826086957,100.0,27.73972602739726,3.571428571428571,43.98843785366649,High,Topik 15 WP,Visit retailer urgently and discuss restocking of Topik 15 WP.,This area has not been visited recently
RTL_01535,TER_0193,Bihar,Muzaffarpur,Muzaffarpur_T052,8.228730822873082,76.22282608695653,100.0,14.04109589041096,3.571428571428571,43.987633009305554,High,Topik 15 WP,Visit retailer urgently and discuss restocking of Topik 15 WP.,Current retailer stock is low | This area has not been visited recently
RTL_00717,TER_0090,Gujarat,Rajkot,Rajkot_T018,2.789400278940028,88.17934782608695,100.0,6.164383561643835,1.7857142857142856,43.98488600302176,High,Movondo,Visit retailer urgently and discuss restocking of Movondo.,Current retailer stock is low | This area has not been visited recently
RTL_02916,TER_0370,Madhya Pradesh,Ratlam,Ratlam_T119,7.810320781032078,80.43478260869566,96.22641509433963,14.04109589041096,1.7857142857142856,43.981810717484535,High,Tilt 250 EC,Visit retailer urgently and discuss restocking of Tilt 250 EC.,Current retailer stock is low | This area has not been visited recently
RTL_01172,TER_0146,West Bengal,Bardhaman,Bardhaman_T039,9.762900976290098,91.44021739130434,71.69811320754717,23.28767123287671,3.571428571428571,43.97884082429691,High,Tilt 250 EC,Visit retailer urgently and discuss restocking of Tilt 250 EC.,Current retailer stock is low | This area has not been visited recently
RTL_02140,TER_0270,Uttar Pradesh,Lucknow,Lucknow_T092,2.928870292887029,87.5,100.0,6.8493150684931505,1.7857142857142856,43.95962977671151,High,Actara 25 WG,Visit retailer urgently and discuss restocking of Actara 25 WG.,Current retailer stock is low | This area has not been visited recently
RTL_02106,TER_0266,Haryana,Hisar,Hisar_T079,6.5550906555090656,82.20108695652173,100.0,7.191780821917808,3.571428571428571,43.95270891621368,High,Actara 25 WG,Visit retailer urgently and discuss restocking of Actara 25 WG.,Current retailer stock is low | This area has not been visited recently
RTL_03889,TER_0486,Gujarat,Rajkot,Rajkot_T121,24.546722454672246,86.27717391304348,52.83018867924528,28.424657534246577,1.7857142857142856,43.94161800922002,High,Vibrance Integral,Visit retailer urgently and discuss restocking of Vibrance Integral.,Current retailer stock is low
RTL_02897,TER_0368,Maharashtra,Jalgaon,Jalgaon_T114,13.94700139470014,63.315217391304344,100.0,17.80821917808219,12.5,43.93413764294846,High,Vibrance Integral,Visit retailer urgently and discuss restocking of Vibrance Integral.,This area has not been visited recently
RTL_03026,TER_0384,Madhya Pradesh,Ujjain,Ujjain_T120,2.789400278940028,89.40217391304348,100.0,3.767123287671233,1.7857142857142856,43.931003483664995,High,Actara 25 WG,Visit retailer urgently and discuss restocking of Actara 25 WG.,Current retailer stock is low | This area has not been visited recently
RTL_01500,TER_0189,Gujarat,Rajkot,Rajkot_T041,4.881450488145049,85.7336956521739,100.0,6.8493150684931505,0.0,43.92525631976096,High,Topik 15 WP,Visit retailer urgently and discuss restocking of Topik 15 WP.,Current retailer stock is low | This area has not been visited recently
RTL_02480,TER_0314,Maharashtra,Amravati,Amravati_T100,5.718270571827057,81.25,100.0,7.876712328767123,7.142857142857142,43.923773735148906,High,Vibrance Integral,Visit retailer urgently and discuss restocking of Vibrance Integral.,Current retailer stock is low | This area has not been visited recently
RTL_03143,TER_0398,Haryana,Hisar,Hisar_T123,5.299860529986053,81.79347826086956,100.0,6.506849315068493,8.928571428571429,43.907212264330624,High,Amistar 250 SC,Visit retailer urgently and discuss restocking of Amistar 250 SC.,Current retailer stock is low | This area has not been visited recently
RTL_02042,TER_0258,Haryana,Karnal,Karnal_T080,3.0683403068340307,85.05434782608695,100.0,5.47945205479452,8.928571428571429,43.89886399964827,High,Score 250 EC,Visit retailer urgently and discuss restocking of Score 250 EC.,Current retailer stock is low | This area has not been visited recently
RTL_02450,TER_0310,Uttar Pradesh,Agra,Agra_T098,7.112970711297072,75.13586956521739,100.0,15.068493150684931,7.142857142857142,43.89241829158192,High,Amistar 250 SC,Visit retailer urgently and discuss restocking of Amistar 250 SC.,Current retailer stock is low | This area has not been visited recently
RTL_01887,TER_0237,Uttar Pradesh,Lucknow,Lucknow_T077,29.288702928870293,78.94021739130434,30.18867924528302,58.56164383561644,5.357142857142857,43.879361936600525,High,Actara 25 WG,Visit retailer urgently and discuss restocking of Actara 25 WG.,Current retailer stock is low
RTL_00485,TER_0062,Karnataka,Vijayapura,Vijayapura_T017,1.813110181311018,88.72282608695652,100.0,4.10958904109589,5.357142857142857,43.8767922180111,High,Cruiser 350 FS,Visit retailer urgently and discuss restocking of Cruiser 350 FS.,Current retailer stock is low | This area has not been visited recently
RTL_00993,TER_0126,Haryana,Karnal,Karnal_T036,6.2761506276150625,79.34782608695653,100.0,11.986301369863012,3.571428571428571,43.87488977264596,High,Movondo,Visit retailer urgently and discuss restocking of Movondo.,Current retailer stock is low | This area has not been visited recently
RTL_01847,TER_0232,Bihar,Patna,Patna_T082,43.09623430962343,87.09239130434783,28.30188679245283,23.28767123287671,0.0,43.85549616239606,High,Topik 15 WP,Visit retailer urgently and discuss restocking of Topik 15 WP.,Current retailer stock is low
RTL_01210,TER_0151,Karnataka,Kalaburagi,Kalaburagi_T040,3.3472803347280333,51.766304347826086,100.0,4.10958904109589,92.85714285714286,43.847912829253595,High,Score 250 EC,Visit retailer urgently and discuss restocking of Score 250 EC.,This area has not been visited recently | Nearby grower engagement is high
RTL_01760,TER_0222,Gujarat,Rajkot,Rajkot_T055,5.718270571827057,83.28804347826087,100.0,8.561643835616438,0.0,43.821738616455804,High,Amistar 250 SC,Visit retailer urgently and discuss restocking of Amistar 250 SC.,Current retailer stock is low | This area has not been visited recently
RTL_01499,TER_0189,Gujarat,Rajkot,Rajkot_T047,3.765690376569038,87.22826086956522,100.0,5.821917808219178,0.0,43.81006000159489,High,Tilt 250 EC,Visit retailer urgently and discuss restocking of Tilt 250 EC.,Current retailer stock is low | This area has not been visited recently
RTL_00889,TER_0112,Uttar Pradesh,Agra,Agra_T035,5.02092050209205,84.375,100.0,6.8493150684931505,1.7857142857142856,43.805994839473016,High,Vertimec 1.8 EC,Visit retailer urgently and discuss restocking of Vertimec 1.8 EC.,Current retailer stock is low | This area has not been visited recently
RTL_01426,TER_0180,Maharashtra,Akola,Akola_T057,9.483960948396094,75.81521739130434,100.0,13.356164383561644,0.0,43.80241728987916,High,Kavach 75 WP,Visit retailer urgently and discuss restocking of Kavach 75 WP.,Current retailer stock is low | This area has not been visited recently
RTL_00599,TER_0076,Rajasthan,Sikar,Sikar_T027,8.228730822873082,80.70652173913044,100.0,6.506849315068493,1.7857142857142856,43.799848507476234,High,Cruiser 350 FS,Visit retailer urgently and discuss restocking of Cruiser 350 FS.,Current retailer stock is low | This area has not been visited recently
RTL_02385,TER_0301,Rajasthan,Bharatpur,Bharatpur_T103,7.391910739191074,59.375,100.0,10.273972602739725,51.78571428571429,43.78099054073971,High,Amistar 250 SC,Visit retailer urgently and discuss restocking of Amistar 250 SC.,This area has not been visited recently
RTL_01182,TER_0147,Maharashtra,Akola,Akola_T056,5.997210599721059,81.65760869565217,100.0,6.8493150684931505,5.357142857142857,43.776676899817616,High,Cruiser 350 FS,Visit retailer urgently and discuss restocking of Cruiser 350 FS.,Current retailer stock is low | This area has not been visited recently
RTL_02636,TER_0334,Rajasthan,Bharatpur,Bharatpur_T118,1.2552301255230125,76.7663043478261,86.79245283018868,2.3972602739726026,64.88095238095238,43.774319969842296,High,Vibrance Integral,Visit retailer urgently and discuss restocking of Vibrance Integral.,Current retailer stock is low | This area has not been visited recently
RTL_01239,TER_0155,Madhya Pradesh,Indore,Indore_T045,7.949790794979079,79.4836956521739,100.0,8.904109589041095,1.7857142857142856,43.770049018464796,High,Tilt 250 EC,Visit retailer urgently and discuss restocking of Tilt 250 EC.,Current retailer stock is low | This area has not been visited recently
RTL_02301,TER_0290,West Bengal,Nadia,Nadia_T084,23.01255230125523,68.47826086956522,83.01886792452831,20.89041095890411,0.0,43.76066613650916,High,Alto 5 SC,Visit retailer urgently and discuss restocking of Alto 5 SC.,This area has not been visited recently
RTL_02782,TER_0353,Madhya Pradesh,Indore,Indore_T096,7.949790794979079,78.125,100.0,7.534246575342466,7.142857142857142,43.7606099390808,Medium,Cruiser 350 FS,Plan visit this week and check demand for Cruiser 350 FS.,Current retailer stock is low | This area has not been visited recently
RTL_01473,TER_0186,Madhya Pradesh,Ujjain,Ujjain_T069,8.92608089260809,76.22282608695653,100.0,9.931506849315069,5.357142857142857,43.758971102633105,Medium,Tilt 250 EC,Plan visit this week and check demand for Tilt 250 EC.,Current retailer stock is low | This area has not been visited recently
RTL_03720,TER_0468,Uttar Pradesh,Lucknow,Lucknow_T161,5.578800557880056,83.28804347826087,100.0,7.191780821917808,1.7857142857142856,43.75298958878833,Medium,Topik 15 WP,Plan visit this week and check demand for Topik 15 WP.,Current retailer stock is low | This area has not been visited recently
RTL_03899,TER_0487,Punjab,Patiala,Patiala_T140,2.092050209205021,88.99456521739131,100.0,3.4246575342465753,3.571428571428571,43.747097854389175,Medium,Tilt 250 EC,Plan visit this week and check demand for Tilt 250 EC.,Current retailer stock is low | This area has not been visited recently
RTL_03315,TER_0418,Punjab,Bathinda,Bathinda_T135,5.578800557880056,89.80978260869566,92.45283018867924,7.534246575342466,0.0,43.746788843575146,Medium,Score 250 EC,Plan visit this week and check demand for Score 250 EC.,Current retailer stock is low | This area has not been visited recently
RTL_01187,TER_0148,Haryana,Sirsa,Sirsa_T043,2.928870292887029,87.77173913043478,100.0,6.164383561643835,0.0,43.74625340472139,Medium,Vertimec 1.8 EC,Plan visit this week and check demand for Vertimec 1.8 EC.,Current retailer stock is low | This area has not been visited recently
RTL_02736,TER_0347,Maharashtra,Amravati,Amravati_T111,0.697350069735007,92.3913043478261,100.0,1.7123287671232876,1.7857142857142856,43.74245185151695,Medium,Vertimec 1.8 EC,Plan visit this week and check demand for Vertimec 1.8 EC.,Current retailer stock is low | This area has not been visited recently
RTL_01229,TER_0154,Punjab,Bathinda,Bathinda_T048,10.320781032078104,76.08695652173913,100.0,9.58904109589041,1.7857142857142856,43.7349010330132,Medium,Amistar 250 SC,Plan visit this week and check demand for Amistar 250 SC.,Current retailer stock is low | This area has not been visited recently
RTL_02634,TER_0333,Uttar Pradesh,Varanasi,Varanasi_T115,6.2761506276150625,80.97826086956522,100.0,8.21917808219178,3.571428571428571,43.717429975147446,Medium,Kavach 75 WP,Plan visit this week and check demand for Kavach 75 WP.,Current retailer stock is low | This area has not been visited recently
RTL_00892,TER_0112,Uttar Pradesh,Agra,Agra_T031,11.715481171548117,65.625,100.0,20.54794520547945,7.142857142857142,43.717371846572064,Medium,Kavach 75 WP,Plan visit this week and check demand for Kavach 75 WP.,This area has not been visited recently
RTL_03308,TER_0417,Madhya Pradesh,Ujjain,Ujjain_T136,0.697350069735007,91.57608695652173,100.0,1.7123287671232876,3.571428571428571,43.717218932262284,Medium,Actara 25 WG,Plan visit this week and check demand for Actara 25 WG.,Current retailer stock is low | This area has not been visited recently
RTL_02823,TER_0358,Bihar,Muzaffarpur,Muzaffarpur_T115,1.5341701534170153,90.35326086956522,100.0,2.054794520547945,3.571428571428571,43.71392829864145,Medium,Topik 15 WP,Plan visit this week and check demand for Topik 15 WP.,Current retailer stock is low | This area has not been visited recently
RTL_03579,TER_0450,Madhya Pradesh,Ujjain,Ujjain_T143,8.786610878661087,71.875,100.0,19.52054794520548,1.7857142857142856,43.71138688395058,Medium,Movondo,Plan visit this week and check demand for Movondo.,Current retailer stock is low | This area has not been visited recently
RTL_02134,TER_0270,Uttar Pradesh,Lucknow,Lucknow_T095,10.320781032078104,73.91304347826087,100.0,13.013698630136986,1.7857142857142856,43.705121402280625,Medium,Kavach 75 WP,Plan visit this week and check demand for Kavach 75 WP.,Current retailer stock is low | This area has not been visited recently
RTL_03479,TER_0437,Rajasthan,Bikaner,Bikaner_T134,3.2078103207810322,87.09239130434783,100.0,5.136986301369863,1.7857142857142856,43.68456029609818,Medium,Cruiser 350 FS,Plan visit this week and check demand for Cruiser 350 FS.,Current retailer stock is low | This area has not been visited recently
RTL_03964,TER_0495,Haryana,Rohtak,Rohtak_T150,2.6499302649930265,92.79891304347827,94.33962264150944,5.47945205479452,0.0,43.68454967688854,Medium,Axial 50 EC,Plan visit this week and check demand for Axial 50 EC.,Current retailer stock is low | This area has not been visited recently
RTL_01529,TER_0193,Bihar,Muzaffarpur,Muzaffarpur_T055,8.786610878661087,78.125,100.0,8.904109589041095,1.7857142857142856,43.68142113052592,Medium,Vertimec 1.8 EC,Plan visit this week and check demand for Vertimec 1.8 EC.,Current retailer stock is low | This area has not been visited recently
RTL_03486,TER_0438,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T140,7.112970711297072,78.39673913043478,100.0,8.21917808219178,7.142857142857142,43.6802384226123,Medium,Actara 25 WG,Plan visit this week and check demand for Actara 25 WG.,Current retailer stock is low | This area has not been visited recently
RTL_01913,TER_0241,Rajasthan,Sikar,Sikar_T074,7.810320781032078,78.26086956521739,100.0,10.616438356164384,1.7857142857142856,43.67935080761006,Medium,Kavach 75 WP,Plan visit this week and check demand for Kavach 75 WP.,Current retailer stock is low | This area has not been visited recently
RTL_03123,TER_0395,Punjab,Amritsar,Amritsar_T110,14.365411436541143,64.94565217391305,100.0,18.493150684931507,3.571428571428571,43.677151934323184,Medium,Topik 15 WP,Plan visit this week and check demand for Topik 15 WP.,This area has not been visited recently
RTL_01849,TER_0233,Haryana,Hisar,Hisar_T074,12.97071129707113,68.88586956521739,100.0,12.32876712328767,7.142857142857142,43.676281563204554,Medium,Movondo,Plan visit this week and check demand for Movondo.,This area has not been visited recently
RTL_02169,TER_0274,Rajasthan,Sikar,Sikar_T084,8.228730822873082,88.58695652173913,84.90566037735849,12.67123287671233,1.7857142857142856,43.67574681284669,Medium,Alto 5 SC,Plan visit this week and check demand for Alto 5 SC.,Current retailer stock is low | This area has not been visited recently
RTL_02928,TER_0371,Rajasthan,Bikaner,Bikaner_T116,4.323570432357044,83.83152173913044,100.0,8.21917808219178,1.7857142857142856,43.66639970538992,Medium,Kavach 75 WP,Plan visit this week and check demand for Kavach 75 WP.,Current retailer stock is low | This area has not been visited recently
RTL_03049,TER_0386,Madhya Pradesh,Indore,Indore_T108,5.718270571827057,81.11413043478261,100.0,9.931506849315069,1.7857142857142856,43.66231123621246,Medium,Movondo,Plan visit this week and check demand for Movondo.,Current retailer stock is low | This area has not been visited recently
RTL_03855,TER_0482,Rajasthan,Jaipur,Jaipur_T141,14.923291492329149,83.55978260869566,71.69811320754717,23.972602739726025,3.571428571428571,43.659589009483845,Medium,Vertimec 1.8 EC,Plan visit this week and check demand for Vertimec 1.8 EC.,Current retailer stock is low | This area has not been visited recently
RTL_00210,TER_0028,Bihar,Muzaffarpur,Muzaffarpur_T003,14.923291492329149,80.84239130434783,75.47169811320755,24.65753424657534,1.7857142857142856,43.65912646198495,Medium,Vibrance Integral,Plan visit this week and check demand for Vibrance Integral.,Current retailer stock is low | This area has not been visited recently
RTL_02248,TER_0284,Rajasthan,Jaipur,Jaipur_T075,8.507670850767084,79.4836956521739,100.0,8.21917808219178,0.0,43.65610188060237,Medium,Kavach 75 WP,Plan visit this week and check demand for Kavach 75 WP.,Current retailer stock is low | This area has not been visited recently
RTL_03545,TER_0447,Punjab,Ludhiana,Ludhiana_T128,9.483960948396094,80.84239130434783,92.45283018867924,14.04109589041096,0.0,43.652516531903274,Medium,Tilt 250 EC,Plan visit this week and check demand for Tilt 250 EC.,Current retailer stock is low | This area has not been visited recently
RTL_00579,TER_0073,Madhya Pradesh,Ratlam,Ratlam_T016,2.789400278940028,84.64673913043478,100.0,6.164383561643835,7.142857142857142,43.637448114822995,Medium,Kavach 75 WP,Plan visit this week and check demand for Kavach 75 WP.,Current retailer stock is low | This area has not been visited recently
RTL_01391,TER_0175,Rajasthan,Sikar,Sikar_T057,14.783821478382148,66.84782608695653,100.0,10.616438356164384,8.928571428571429,43.63242586153558,Medium,Alto 5 SC,Plan visit this week and check demand for Alto 5 SC.,This area has not been visited recently
RTL_02952,TER_0374,Madhya Pradesh,Sehore,Sehore_T110,12.97071129707113,53.39673913043478,100.0,14.04109589041096,42.857142857142854,43.63227684100596,Medium,Kavach 75 WP,Plan visit this week and check demand for Kavach 75 WP.,This area has not been visited recently
RTL_01065,TER_0135,Uttar Pradesh,Varanasi,Varanasi_T051,4.602510460251046,83.15217391304347,100.0,6.164383561643835,5.357142857142857,43.62916843629704,Medium,Topik 15 WP,Plan visit this week and check demand for Topik 15 WP.,Current retailer stock is low | This area has not been visited recently
RTL_01845,TER_0232,Bihar,Patna,Patna_T081,9.06555090655509,57.47282608695652,100.0,10.273972602739725,50.0,43.62896768411662,Medium,Vibrance Integral,Plan visit this week and check demand for Vibrance Integral.,This area has not been visited recently
RTL_00783,TER_0098,Punjab,Amritsar,Amritsar_T023,28.172942817294285,67.79891304347825,69.81132075471697,28.424657534246577,0.0,43.62757388713823,Medium,Axial 50 EC,Plan visit this week and check demand for Axial 50 EC.,"Priority is based on combined sales, stock, visit and grower signals"
RTL_01083,TER_0136,Rajasthan,Bharatpur,Bharatpur_T046,13.389121338912133,80.43478260869566,84.90566037735849,14.383561643835616,3.571428571428571,43.62124123303745,Medium,Topik 15 WP,Plan visit this week and check demand for Topik 15 WP.,Current retailer stock is low | This area has not been visited recently
RTL_02368,TER_0299,Haryana,Hisar,Hisar_T085,4.602510460251046,84.10326086956522,100.0,6.8493150684931505,1.7857142857142856,43.61253704431202,Medium,Topik 15 WP,Plan visit this week and check demand for Topik 15 WP.,Current retailer stock is low | This area has not been visited recently
RTL_03289,TER_0414,Punjab,Ludhiana,Ludhiana_T118,12.552301255230125,92.66304347826087,60.37735849056604,29.45205479452055,1.7857142857142856,43.60330259199698,Medium,Actara 25 WG,Plan visit this week and check demand for Actara 25 WG.,Current retailer stock is low
RTL_01085,TER_0137,Maharashtra,Jalgaon,Jalgaon_T042,4.463040446304045,84.10326086956522,100.0,5.821917808219178,3.571428571428571,43.595157879658245,Medium,Vibrance Integral,Plan visit this week and check demand for Vibrance Integral.,Current retailer stock is low | This area has not been visited recently
RTL_03982,TER_0498,Uttar Pradesh,Varanasi,Varanasi_T154,1.2552301255230125,91.16847826086956,100.0,2.73972602739726,0.0,43.57964750698389,Medium,Score 250 EC,Plan visit this week and check demand for Score 250 EC.,Current retailer stock is low | This area has not been visited recently
RTL_01743,TER_0220,Punjab,Bathinda,Bathinda_T076,5.439330543933055,82.6086956521739,100.0,6.164383561643835,3.571428571428571,43.56577346761282,Medium,Kavach 75 WP,Plan visit this week and check demand for Kavach 75 WP.,Current retailer stock is low | This area has not been visited recently
RTL_03631,TER_0457,Bihar,Muzaffarpur,Muzaffarpur_T140,6.2761506276150625,80.57065217391305,100.0,7.876712328767123,3.571428571428571,43.56415793822071,Medium,Alto 5 SC,Plan visit this week and check demand for Alto 5 SC.,Current retailer stock is low | This area has not been visited recently
RTL_03724,TER_0469,Madhya Pradesh,Ratlam,Ratlam_T146,3.626220362622036,86.27717391304348,100.0,3.4246575342465753,3.571428571428571,43.52800107432732,Medium,Actara 25 WG,Plan visit this week and check demand for Actara 25 WG.,Current retailer stock is low | This area has not been visited recently
RTL_03483,TER_0438,Uttar Pradesh,Kanpur Nagar,Kanpur_Nagar_T145,10.87866108786611,69.29347826086956,100.0,19.52054794520548,0.0,43.51505008335805,Medium,Score 250 EC,Plan visit this week and check demand for Score 250 EC.,This area has not been visited recently
RTL_01431,TER_0180,Maharashtra,Akola,Akola_T062,3.626220362622036,69.56521739130434,100.0,3.767123287671233,44.642857142857146,43.50852466404909,Medium,Amistar 250 SC,Plan visit this week and check demand for Amistar 250 SC.,This area has not been visited recently
RTL_02312,TER_0292,Bihar,Muzaffarpur,Muzaffarpur_T084,2.092050209205021,89.13043478260869,100.0,2.73972602739726,1.7857142857142856,43.4997540910947,Medium,Amistar 250 SC,Plan visit this week and check demand for Amistar 250 SC.,Current retailer stock is low | This area has not been visited recently
RTL_00851,TER_0107,Rajasthan,Bikaner,Bikaner_T029,7.252440725244072,80.97826086956522,100.0,5.821917808219178,1.7857142857142856,43.47215653476883,Medium,Cruiser 350 FS,Plan visit this week and check demand for Cruiser 350 FS.,Current retailer stock is low | This area has not been visited recently
RTL_03988,TER_0499,Rajasthan,Bharatpur,Bharatpur_T176,4.741980474198047,80.97826086956522,100.0,9.58904109589041,3.571428571428571,43.462658381177135,Medium,Alto 5 SC,Plan visit this week and check demand for Alto 5 SC.,Current retailer stock is low | This area has not been visited recently
RTL_00830,TER_0105,Uttar Pradesh,Lucknow,Lucknow_T044,8.368200836820083,43.6141304347826,98.11320754716981,7.534246575342466,92.85714285714286,43.452485641191295,Medium,Movondo,Plan visit this week and check demand for Movondo.,This area has not been visited recently | Nearby grower engagement is high
RTL_03191,TER_0404,Rajasthan,Bikaner,Bikaner_T125,10.739191073919107,89.40217391304348,67.9245283018868,25.0,5.357142857142857,43.44292074652825,Medium,Kavach 75 WP,Plan visit this week and check demand for Kavach 75 WP.,Current retailer stock is low
RTL_03068,TER_0388,Punjab,Patiala,Patiala_T109,3.626220362622036,82.74456521739131,100.0,7.534246575342466,5.357142857142857,43.43985868515009,Medium,Vertimec 1.8 EC,Plan visit this week and check demand for Vertimec 1.8 EC.,Current retailer stock is low | This area has not been visited recently
RTL_01759,TER_0221,Madhya Pradesh,Indore,Indore_T067,6.97350069735007,81.25,100.0,6.8493150684931505,0.0,43.43194746947899,Medium,Tilt 250 EC,Plan visit this week and check demand for Tilt 250 EC.,Current retailer stock is low | This area has not been visited recently
